"s.1"	"s.10"	"s.13"	"s.14"	"s.15"	"s.17"	"s.18"	"s.24"	"s.28"	"s.31"	"s.32"	"s.34"	"s.43"	"s.46"	"s.47"	"s.48"	"s.50"	"s.51"	"s.57"	"s.61"	"s.64"	"s.65"
"prt1"	NA	1.26963227995516	2.56778890717826	NA	2.8708682896078	1.38525608100013	1.47354932490646	1.17996117780666	-0.088865413417152	2.49121908528422	2.22714053409794	0.598118086202267	1.53580216765153	1.80431540478948	1.29305366630841	-0.872013376982274	NA	1.24869957991408	-0.542776632174124	NA	0.7639607655021	-0.623566875243805
"prt2"	3.23771978608802	1.37694353063334	2.79210824650337	3.69438018484101	1.76275409869468	1.5710564239083	0.617181147578629	4.35899813820876	-0.636687652494379	0.178529160141237	NA	1.24631945526819	NA	-0.957073642428625	0.228510845476847	3.61363710493682	0.680035190356317	1.41473545222543	1.57114293733137	-0.614646163934026	2.87265184533508	1.23950672656219
"prt3"	-0.743105169092455	1.82641276458564	NA	2.08441357186582	1.73009210684237	2.31254736002831	5.32362500840149	1.56231041721929	3.01644573141723	2.77589743264204	2.39703402946144	-0.487401841703008	NA	NA	2.12431418813237	NA	-1.003300680005	1.38499161200713	1.14646549521382	1.2225553988144	NA	4.21500560350998
"prt4"	-0.234999845729247	-0.414855117475388	2.1328546271984	-0.627208348304445	-0.364830974865105	-0.831307993813283	-0.729999942953242	NA	-1.14443289660376	-2.75911544992716	0.373760052785304	-5.55376363053142	3.10784852784715	-2.78130311301853	-1.10237886733675	-0.207640649403238	-0.349151073161617	1.56871044296663	-0.590354078954853	-1.0384303638755	NA	NA
"prt5"	2.68053194979616	6.69892052065057	4.72235649814213	7.30846110132586	4.97437529346574	3.8274629280348	3.41317745850331	2.51205232689555	2.11028099082418	NA	6.08995323437219	3.60937705359633	6.3258614651471	1.14370771028988	6.7428831399906	4.16312329837151	NA	6.9155984487753	6.97587970233142	3.38112316220716	2.82821875649762	3.20486013114361
"prt6"	3.11600559006189	5.4371142409101	3.26616960839797	0.376655723659832	-2.67506214580428	1.75656090787849	1.57855592784211	-0.531217160359589	0.759204395834149	NA	1.58146000019478	3.89854028354076	2.12871910784599	1.72422066871015	-3.57790321362561	1.91435551196181	2.21858892915335	NA	NA	-0.829056919261113	-0.811862995957604	0.873613207383709
"prt7"	-2.29838268389477	-0.519152785484574	-3.47320502922141	NA	-0.344240068618017	-0.107713727744262	0.126310051528197	-0.375393767169578	NA	NA	NA	NA	-4.02471158165627	-2.28028068113135	NA	NA	NA	-1.71803550860904	NA	0.44512389190996	3.54580657274929	NA
"prt8"	-0.600485398468	1.9916744763739	NA	3.78283005480328	NA	2.32600545892447	NA	2.65596806197328	2.25280531083887	1.92115477442797	2.66243082666991	NA	NA	NA	0.650611363288479	1.11151232558234	-1.18362273699808	0.386070394099537	2.79136745501862	-4.93767128314931	4.72421566573337	2.08419687557983
"prt9"	8.03580752651213	2.70090907644639	7.85789566803383	2.81237798877795	7.11123453000557	6.41338514600861	NA	-0.176752019739493	8.39910651736876	2.42853195645397	NA	4.19113848080006	4.97806938685853	0.492897354575358	12.9486768090984	6.86304324143294	1.64105396161474	NA	NA	4.76706956119919	NA	-6.23362747515166
"prt10"	2.41217605106881	-0.397751836242117	-0.127469630704438	0.999753031345088	NA	1.19467227789738	3.57967527394565	-1.27889847377374	4.14572679568369	-2.17046820277056	5.20362211318643	1.39897733201879	0.442275242149702	NA	-0.763472758184556	NA	0.337631658103665	-1.1283946699218	-4.55972433210871	1.82566702634492	2.02969666118216	-2.15031997115787
"prt11"	1.95873281235511	-1.24118492809446	NA	0.501615929008631	NA	-0.674323448139362	-2.02673998103848	-1.06562466100157	0.0739411513490715	-2.19525791498826	NA	NA	1.61683152682782	-1.11481276540865	NA	-1.76257048548495	-0.401304660976213	-3.61457117521656	-2.65810590006942	-3.08324731072025	-2.473708273396	-0.538880205370228
"prt12"	-2.92469815806088	-1.42649046181447	-4.62646484725611	NA	-1.33775663613998	-0.869779904849852	-1.97794043305528	-2.95210275731437	NA	NA	NA	NA	-2.20939675243835	-1.41040373139463	-4.33369567360298	NA	NA	-3.14371320804594	NA	-4.23184184118015	-4.01520180050432	NA
"prt13"	0.921937539316505	0.777611644133839	3.30787966320625	2.15720168164101	1.16254571131103	4.01413067036445	0.868337432007462	4.11973393870769	-0.791827795185532	1.49554250148765	3.25550429539788	0.0817049949676644	-0.148968098952464	1.56762956618172	NA	NA	-1.68569854901795	-1.45154319837852	-1.00573888385028	-0.584918609923237	-0.952117704404375	-0.190318078622483
"prt14"	1.8995127409647	2.29471355496162	-0.0971510690872816	2.62672296690705	1.8560335241552	3.90142782719377	2.72467960481718	3.20756957441357	0.470238202008788	1.64867391749751	1.33198875593054	2.63936326304725	0.137202280984985	1.88395468091531	-0.559790598529611	2.46322771680274	-0.261496793038992	0.921931453270435	-0.440812599580127	1.35740092307993	1.09904773583222	1.74728306864561
"prt15"	0.990745673418273	4.88682970639629	2.56105479703867	2.93227473163215	NA	NA	0.450978954156442	6.67976634770048	0.84939305129662	NA	2.66305416656307	-0.503885800485803	1.03214680646718	0.721339697676535	1.57266497048064	4.65285121748155	5.42022885252865	3.97825870067317	3.53285396003262	3.86282626615088	1.73327449916214	3.17954258864588
"prt16"	-1.0363626598037	NA	-2.35292553167561	-1.90842077570547	1.10904087021836	-1.39926043962468	NA	-1.12987508590251	-1.63999213038146	-0.851921007995333	-1.31316569735832	NA	NA	-2.48371770876521	NA	NA	-4.21831431183626	-7.35660408419224	-1.85456925589346	NA	NA	-4.22073105687285
"prt17"	2.84732266194169	3.33279082632017	3.76950903049247	3.08703418493347	1.87496017808015	2.98758294094083	2.54394319689839	1.12238002077469	3.27782110268758	2.37144662539483	NA	3.55820089790883	1.2741386984615	2.11850000238737	1.75299694984501	1.12874964523052	3.64356953420288	0.136985987026513	-0.254635968293715	0.310633865793605	-1.28767091956979	0.715764159754321
"prt18"	-0.180999535593148	1.87565942363967	NA	0.800393162637881	-1.1392098163357	-0.0750500873991814	0.202575444837835	-2.08684436906003	-2.72412767911859	-0.562989470202873	-0.638412856041272	0.179493973466563	-1.96425911059078	-0.516572779265517	NA	-0.69419089006153	-2.22584790927757	-1.88506621781244	-0.623333398488016	-1.87296319594255	-1.40015910818388	-0.763740350597475
"prt19"	-3.85579996308077	-0.760947216295748	-0.592489861793033	-1.50552160880945	NA	-3.10149247849577	NA	-0.814752341226644	-4.52864749312691	-0.418161677785572	-0.121958427098276	-4.09515653248868	NA	NA	NA	-4.11803874865269	-2.66704812946931	NA	NA	-1.4426847828009	NA	-1.40011943671521
"prt20"	1.1927464929529	0.409749313061207	NA	1.07830805747418	-1.30335718309515	3.89728802098597	2.35523082470027	-0.89982149383504	NA	-0.985367481094435	1.06214399843435	-1.24337992372127	-1.66711409775379	-1.36366709519832	-0.214924207165574	-0.799832238818789	-4.66072746563742	-2.03587742096777	2.92453287670199	NA	-3.31756835772015	0.0709058165031536
"prt21"	8.65260592089067	-3.99569219184013	-5.92600241201458	NA	NA	-0.975017913407723	NA	NA	0.297611124877148	6.68476371305252	-1.37656358934549	NA	NA	3.49891767283832	7.39127257919208	-1.52927612703809	2.70815439885972	NA	NA	2.87082517631225	-2.23942497108941	-5.74569748262871
"prt22"	1.44417409244122	4.53081399788841	-0.412928607995442	1.67033916080852	NA	3.41827648915706	NA	3.08666010667696	2.86164145130186	NA	2.66465950588357	NA	1.28041492041194	1.08872296473614	1.55096549472317	0.884977417428537	2.49994939420382	-0.486284627662885	1.15806679555731	0.0387283133200103	1.41019229701015	2.18380618765384
"prt23"	NA	NA	-0.306849305943722	-1.49703562039395	-1.00128243509629	-3.83576228837106	-2.57916060391363	-3.03165521997114	NA	0.467908732317099	-2.27963293438731	-3.31257747415004	NA	-3.36384854761406	NA	-1.51859648533698	NA	NA	-1.77624952076082	-0.88519207802109	-0.868409254790436	-0.137747805934839
"prt24"	0.542371418564466	-0.684835365396155	0.264761411290326	NA	1.74471472563624	2.05115212225167	NA	-3.17427274967633	-0.564970218771461	0.5217601952366	1.62147376716435	1.61010640068759	1.04986769663081	-0.987013770532834	-0.268132766616967	0.529491521183713	1.36819925480014	-1.51107254844397	-2.34850861559752	0.0640198918936467	-0.691684718159406	-0.504818364241069
"prt25"	NA	1.01735125859474	-0.470201795701077	0.503100160558494	-0.577301654698849	-0.979714117441651	-0.775089132280621	-0.128600816159545	-0.148294581952528	-1.26142162912865	NA	NA	NA	-4.12790593514452	-1.85997369711374	-1.4405922231971	-1.37715899477738	NA	-1.09756875346212	-0.741831922926786	-0.248156241203993	-1.59325298576311
"prt26"	-0.799499742333772	-1.93640776935373	NA	-1.10158107344211	0.759157777994312	-0.587071557998645	1.62968488310071	4.75271578619965	1.75363444232097	1.70458780105237	1.87160607362191	-7.89423601974952	1.09766944370125	-2.46750512380662	NA	-2.03238020921894	-1.62066275221626	-1.14667774667688	-1.10571193224924	1.71944113385555	-1.52896446609992	-2.31306419069089
